timestamp,model,MAE,RMSE,MAPE,train_dates,test_date
20241217_195858,RandomForestRegressor,1.1004518072289156,1.5907974244960081,44.69421793569196,2024-12-07;2024-12-08,2024-12-09
20241217_200211,RandomForestRegressor,1.1004518072289156,1.5907974244960081,44.69421793569196,2024-12-07;2024-12-08,2024-12-09
20241217_200547,RandomForestRegressor,1.089249339452613,1.6301346984608283,35.925896863706654,2024-12-07;2024-12-08,2024-12-09,"{'max_depth': 3, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 18, 'n_estimators': 491}"
20241217_200921,LGBMRegressor,1.0644743109803145,1.6969633118025167,34.83584856232144,2024-12-07;2024-12-08,2024-12-09,"{'reg_lambda': 1, 'reg_alpha': 5, 'num_leaves': 127, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'feature_fraction': 1.0, 'bagging_freq': 1, 'bagging_fraction': 0.6}"
20241217_201319,XGBRegressor,1.082159336252385,1.7389060092981463,37.22781622270334,2024-12-07;2024-12-08,2024-12-09,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 1.0}"
20241217_201422,XGBRegressor,1.082159336252385,1.7389060092981463,37.22781622270334,2024-12-07;2024-12-08,2024-12-09,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 1.0}"
20241217_212849,LSTM,5,"{'units': 32, 'learning_rate': 0.001}",2.792798625472576,3.5464880047799,111.00116398545983
20241217_212849,LSTM,5,"{'units': 32, 'learning_rate': 0.001}",2.792798625472576,3.5464880047799,111.00116398545983
20241217_213245,ARIMA,"(2, 0, 0)","(0, 0, 0, 24)",168.69830003367971,248.32756941791382,86.14784638593093
20241217_213424,LSTM,5,"{'units': 32, 'learning_rate': 0.001}",3.580750658341301,4.139655774413258,164.8081550141403
20241217_213424,LSTM,5,"{'units': 32, 'learning_rate': 0.001}",3.580750658341301,4.139655774413258,164.8081550141403
20241217_220352,ARIMA,"(0, 0, 0)","(0, 1, 0, 24)",H,128.21933520321952,211.2112757148997,72.14125471740971
20241217_220655,LSTM,24,"{'units': 128, 'learning_rate': 0.0005}",2.91001691420873,3.6107168066368436,120.94949175943202
20250121_012229,RandomForestRegressor,0.05102937837670787,0.5321894142873246,0.2199955580119522,0.24807265347118976,0.9771245490292916,2024-12-07;2024-12-08,2024-12-09,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 153}"
20250121_012506,ARIMA,"(0, 0, 0)","(0, 1, 0, 24)",H,128.21933520321952,211.2112757148997,72.14125471740971,152.8291995108035
20250121_012805,LGBMRegressor,0.1028271457645949,0.7888380083180333,0.6685965730591769,2024-12-07;2024-12-08,2024-12-09,"{'reg_lambda': 10, 'reg_alpha': 0, 'num_leaves': 63, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'feature_fraction': 1.0, 'bagging_freq': 5, 'bagging_fraction': 0.8}"
20250121_013236,LSTM,24,"{'units': 192, 'learning_rate': 0.001}",4.885182787258423,5.36900128664688,312.32066305436734
20250121_013457,XGBRegressor,0.07284974982370085,0.7571113566359002,0.5024249892641284,2024-12-07;2024-12-08,2024-12-09,"{'subsample': 0.8, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
20250121_014133,LinearRegression,0.34889119102611216,0.6527629855029435,11.404747423837073,11.230355012074575,0.9457720922155551
20250121_015423,RandomForestRegressor,0.003769419904980386,0.04338349661621513,0.0228572374843239,0.02308037343851723,0.9998017434984955,0.05102937837670787,0.5321894142873246,0.2199955580119522,0.24807265347118976,0.9771245490292916,2024-12-07;2024-12-08,2024-12-09,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 153}"
20250128_164042,RandomForestRegressor,1.5757862850831004e-14,2.757653270997898e-14,3.8829278446759737e-13,3.8829278446759737e-13,1.0
